DataID,RefID,Reviewer,Salt_Iontype_Conductivity,Measurement,Units_salt_concentration_original,SaltUnits,Minimum_concentration_original,Maximum_concentration_original,Rate of change in salt (if applicaple),Temperature,TempSingleValue/Min,TempMax,TempPlusMinus,MeasurementNotes,TempNotes,Minimum_concentration_original_num,Maximum_concentration_original_num,Min_Conductivity_uScm,Max_Conductivity_uScm,Min_Concentration_ppm,Max_Concentration_ppm,Min_salinity_psu,Max_salinity_psu,Min_salinity_ppm,Max_salinity_ppm
3039,333,Carl,CaCl2/CaSO4,CaCl2/CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3040,333,Carl,MgCl2/MgSO4,MgCl2/MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3041,333,Carl,NaCl/KCl,NaCl/KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3042,333,Carl,NaCl/CaCl2,NaCl/CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3043,333,Carl,NaCl/MgCl2,NaCl/MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3044,333,Carl,KCl/CaCl2,KCl/CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3045,333,Carl,KCl/MgCl2,KCl/MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3046,333,Carl,CaCl2/MgCl2,CaCl2/MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3047,333,Carl,Na2SO4/K2SO4,Na2SO4/K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3048,333,Carl,Na2SO4/MgSO4,Na2SO4/MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3049,333,Carl,K2SO4/CaSO4,K2SO4/CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3050,333,Carl,K2SO4/MgSO4,K2SO4/MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3051,333,Carl,NaHCO3/KHCO3,NaHCO3/KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3052,333,Carl,CaCl2,CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3053,333,Carl,CaCl2-K2SO4,CaCl2-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3054,333,Carl,CaCl2-KCl,CaCl2-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3055,333,Carl,CaCl2-KHCO3,CaCl2-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3056,333,Carl,CaCl2-NA2SO4,CaCl2-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3057,333,Carl,CaCl2-NaCl,CaCl2-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3058,333,Carl,CaCl2-NaHCO3,CaCl2-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3059,333,Carl,CaSO4,CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3060,333,Carl,CaSO4-CaCL2,CaSO4-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3061,333,Carl,CaSO4-K2SO4,CaSO4-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3062,333,Carl,CaSO4-KCl,CaSO4-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3063,333,Carl,CaSO4-KHCO3,CaSO4-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3064,333,Carl,CaSO4-NA2SO4,CaSO4-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3065,333,Carl,CaSO4-NaCl,CaSO4-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3066,333,Carl,CaSO4-NaHCO3,CaSO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3067,333,Carl,K2SO4,K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3068,333,Carl,K2SO4-KCl,K2SO4-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3069,333,Carl,K2SO4-NA2SO4,K2SO4-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070,333,Carl,K2SO4-NaCl,K2SO4-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3071,333,Carl,K2SO4-NaHCO3,K2SO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3072,333,Carl,KCl,KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3073,333,Carl,KCl-NA2SO4,KCl-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3074,333,Carl,KCl-NaCl,KCl-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3075,333,Carl,KCl-NaHCO3,KCl-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3076,333,Carl,KHCO3,KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3077,333,Carl,KHCO3-K2SO4,KHCO3-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3078,333,Carl,KHCO3-KCl,KHCO3-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3079,333,Carl,KHCO3-NA2SO4,KHCO3-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3080,333,Carl,KHCO3-NaCl,KHCO3-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3081,333,Carl,KHCO3-NaHCO3,KHCO3-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3082,333,Carl,MgCl2,MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083,333,Carl,MgCl2-CaCL2,MgCl2-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084,333,Carl,MgCl2-CaSO4,MgCl2-CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085,333,Carl,MgCl2-K2SO4,MgCl2-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086,333,Carl,MgCl2-KCl,MgCl2-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3087,333,Carl,MgCl2-KHCO3,MgCl2-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3088,333,Carl,MgCl2-NA2SO4,MgCl2-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3089,333,Carl,MgCl2-NaCl,MgCl2-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3090,333,Carl,MgCl2-NaHCO3,MgCl2-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3091,333,Carl,MgSO4,MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3092,333,Carl,MgSO4-CaCL2,MgSO4-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3093,333,Carl,MgSO4-CaSO4,MgSO4-CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3094,333,Carl,MgSO4-K2SO4,MgSO4-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3095,333,Carl,MgSO4-KCl,MgSO4-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3096,333,Carl,MgSO4-KHCO3,MgSO4-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3097,333,Carl,MgSO4-MgCL2,MgSO4-MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3098,333,Carl,MgSO4-NA2SO4,MgSO4-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3099,333,Carl,MgSO4-NaCl,MgSO4-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,333,Carl,MgSO4-NaHCO3,MgSO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3101,333,Carl,Na2SO4,Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3102,333,Carl,Na2SO4-NaCl,Na2SO4-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3103,333,Carl,NaCl,NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,333,Carl,NaHCO3,NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,333,Carl,NaHCO3-NA2SO4,NaHCO3-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3106,333,Carl,NaHCO3-NaCl,NaHCO3-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3107,333,Carl,NaCl,NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3108,333,Carl,Na2SO4,Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3109,333,Carl,NaHCO3,NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3110,333,Carl,KCl,KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3111,333,Carl,K2SO4,K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3112,333,Carl,KHCO3,KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3113,333,Carl,CaCl2,CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3114,333,Carl,CaSO4,CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3115,333,Carl,MgCl2,MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3116,333,Carl,MgSO4,MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3117,333,Carl,NaCl-Na2SO4,NaCl-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3118,333,Carl,NaCl-NaHCO3,NaCl-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119,333,Carl,Na2SO4-NaHCO3,Na2SO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3120,333,Carl,KCl-K2SO4,KCl-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3121,333,Carl,KCl-KHCO53,KCl-KHCO53,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3122,333,Carl,K2SO4-KHCO3,K2SO4-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3123,333,Carl,CaCl2-CaSO4,CaCl2-CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3124,333,Carl,MgCl2-MgSO4,MgCl2-MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3125,333,Carl,NaCl-KCl,NaCl-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3126,333,Carl,NaCl-CaCl2,NaCl-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3127,333,Carl,NaCl-MgCl2,NaCl-MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3128,333,Carl,KCl-CaCl2,KCl-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3129,333,Carl,KCl-MgCl2,KCl-MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3130,333,Carl,CaCl2-MgCl2,CaCl2-MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3131,333,Carl,Na2SO4-K2SO4,Na2SO4-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3132,333,Carl,Na2SO4-MgSO4,Na2SO4-MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3133,333,Carl,K2SO4-CaSO4,K2SO4-CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3134,333,Carl,K2SO4-MgSO4,K2SO4-MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3135,333,Carl,CaSO4-MgSO4,CaSO4-MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3136,333,Carl,NaHCO3-KHCO3,NaHCO3-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3137,333,Carl,NaCl,NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3138,333,Carl,Na2SO4,Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3139,333,Carl,NaHCO3,NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3140,333,Carl,KCl,KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3141,333,Carl,K2SO4,K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3142,333,Carl,KHCO3,KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3143,333,Carl,CaCl2,CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3144,333,Carl,CaSO4,CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3145,333,Carl,MgCl2,MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3146,333,Carl,MgSO4,MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3147,333,Carl,NaCl-Na2SO4,NaCl-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3148,333,Carl,NaCl-NaHCO3,NaCl-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3149,333,Carl,Na2SO4-NaHCO3,Na2SO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3150,333,Carl,KCl-K2SO4,KCl-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3151,333,Carl,KCl-KHCO53,KCl-KHCO53,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
