DataID,RefID,Reviewer,Focal: Salt/Ion type (if known) OR Conductivity,Units for salt concentration_original,Minimum concentration_original,Maximum concentration_original,Rate of change in salt (if applicaple),Temperature (C),TempSingleValue/Min,TempMax,Measurement,MeasurementNotes,TempNotes,TempPlusMinus
4806,297,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,24,1445,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4807,297,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,24,1445,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4808,297,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,24,1445,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4809,297,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,24,1445,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4810,297,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,24,1445,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4811,297,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,24,1445,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4812,298,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1346,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4813,298,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1346,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4814,298,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1346,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4815,298,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1346,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4816,298,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1346,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4817,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4818,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4819,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4820,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4821,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4822,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4823,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4824,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4825,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4826,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4827,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4828,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4829,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4830,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4831,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4832,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4833,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4834,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4835,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4836,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4837,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4838,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4839,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4840,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4841,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4842,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4843,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4844,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4845,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4846,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4847,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4848,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4849,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4850,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4851,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4852,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4853,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4854,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4855,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4856,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4857,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4858,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4859,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4860,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4861,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4862,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4863,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4864,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4865,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4866,299,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,21,1856,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4867,300,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1383,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4868,300,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1383,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4869,300,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1383,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4870,300,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1383,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4871,300,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,25,1383,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4872,301,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,15,10000,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4873,301,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,15,10000,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4874,301,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,30,1500,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4875,301,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,15,10000,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4876,301,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,30,1500,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4877,302,Carl,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),uS/cm,15,3794,NA,ambient,Ambient,NA,Specific Conductance,Dominant ions are Ca Mg SO4 HCO3,NA,NA
4878,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4879,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4880,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4881,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4882,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4883,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4884,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4885,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4886,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4887,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4888,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4889,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4890,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4891,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4892,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4893,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4894,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4895,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4896,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4897,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4898,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4899,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4900,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4901,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4902,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4903,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4904,305,Sally,conductivity,uS/cm,645,3134,NA,NA,NA,NA,Conductivity,NA,NA,NA
4905,308,Rich,conductivity (SO4:HCO3 ratio),uS/cm,25,1418,NA,NA,NA,NA,Conductivity,conductivity (SO4:HCO3 ratio),NA,NA
4906,308,Rich,conductivity (SO4:HCO3 ratio),uS/cm,25,1418,NA,NA,NA,NA,Conductivity,conductivity (SO4:HCO3 ratio),NA,NA
4907,308,Rich,conductivity (SO4:HCO3 ratio),uS/cm,25,1418,NA,NA,NA,NA,Conductivity,conductivity (SO4:HCO3 ratio),NA,NA
4908,308,Rich,conductivity (SO4:HCO3 ratio),uS/cm,25,1418,NA,NA,NA,NA,Conductivity,conductivity (SO4:HCO3 ratio),NA,NA
4909,308,Rich,conductivity (SO4:HCO3 ratio),uS/cm,25,1418,NA,NA,NA,NA,Conductivity,conductivity (SO4:HCO3 ratio),NA,NA
4910,308,Rich,conductivity (SO4:HCO3 ratio),uS/cm,25,1418,NA,NA,NA,NA,Conductivity,conductivity (SO4:HCO3 ratio),NA,NA
4911,311,Lucy,Conductivity,uS/cm,500,15000,NA,NA,NA,NA,Conductivity,NA,NA,NA
4912,312,Lucy,Conductivity,uS/cm,21.3,171.6,NA,NA,NA,NA,Conductivity,NA,NA,NA
4913,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4914,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4915,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4916,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4917,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4918,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4919,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4920,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4921,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4922,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4923,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4924,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4925,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4926,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4927,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4928,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4929,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4930,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4931,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4932,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4933,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4934,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4935,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4936,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4937,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4938,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4939,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4940,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4941,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4942,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4943,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4944,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4945,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4946,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4947,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4948,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4949,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4950,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4951,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4952,318,Abigail,Conductivity,uS/cm,6,125,NA,NA,NA,NA,Conductivity,NA,NA,NA
4953,328,Rich,calcium,uS/cm,137,1185,NA,10.2 - 24.3,10.2 , 24.3,Ca2+,NA,NA,NA
4954,328,Rich,calcium,uS/cm,137,1185,NA,10.2 - 24.3,10.2 , 24.3,Ca2+,NA,NA,NA
4955,356,Sally,conductivity,uS/cm,6.3,98,NA,22.5-30.3,22.5,30.3,Conductivity,NA,NA,NA
4956,356,Sally,conductivity,uS/cm,6.3,98,NA,22.5-30.3,22.5,30.3,Conductivity,NA,NA,NA
4957,356,Sally,conductivity,uS/cm,6.3,98,NA,22.5-30.3,22.5,30.3,Conductivity,NA,NA,NA
4958,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4959,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4960,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4961,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4962,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4963,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4964,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4965,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4966,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4967,369,Abigail,Conductivity,uS/cm,32,63,NA,NA,NA,NA,Conductivity,NA,NA,NA
4968,370,Abigail,Conductivity,uS/cm,34,266,NA,NA,NA,NA,Conductivity,NA,NA,NA
4969,370,Abigail,Conductivity,uS/cm,34,266,NA,NA,NA,NA,Conductivity,NA,NA,NA
4970,370,Abigail,Conductivity,uS/cm,34,266,NA,NA,NA,NA,Conductivity,NA,NA,NA
4971,370,Abigail,Conductivity,uS/cm,34,266,NA,NA,NA,NA,Conductivity,NA,NA,NA
4972,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4973,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4974,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4975,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4976,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4977,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4978,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4979,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4980,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4981,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4982,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4983,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4984,371,Abigail,Conductivity,uS/cm,22.4,25.8,NA,NA,NA,NA,Conductivity,NA,NA,NA
4985,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4986,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4987,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4988,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4989,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4990,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4991,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4992,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4993,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4994,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4995,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
4996,378,Rich,conductivity (NaCl added),uS/cm,274,1274,NA,NA,NA,NA,Conductivity,NaCl added,NA,NA
