"","DataID","RefID","Reviewer","Focal: Salt/Ion type (if known) OR Conductivity","Measurement","Units for salt concentration_original","SaltUnits","Minimum concentration_original","Maximum concentration_original","Rate of change in salt (if applicaple)","Temperature (C)","TempSingleValue/Min","TempMax","TempPlusMinus","MeasurementNotes","TempNotes","min.cond.corr.uScm","max.cond.corr.uScm"
"227",4184,424,"Sally","conductivity","Conductivity","uS/cm","µS/cm",13.2,1559.2,NA,"25.9-32.7","25.9","32.7",NA,NA,NA,13.2,1559.2
"228",4185,424,"Sally","conductivity","Conductivity","uS/cm","µS/cm",13.2,1559.2,NA,"25.9-32.7","25.9","32.7",NA,NA,NA,13.2,1559.2
"229",4186,437,"Sally","Calcium carbonate","CaCO3","uS/cm","µS/cm",104.6,320.3,NA,NA,NA,NA,NA,NA,NA,104.6,320.3
"230",4187,438,"Sally","conductivity","Conductivity","uS/cm","µS/cm",20,81,NA,"25.6-27.9","25.6","27.9",NA,NA,NA,20,81
"231",4188,438,"Sally","conductivity","Conductivity","uS/cm","µS/cm",20,81,NA,"25.6-27.9","25.6","27.9",NA,NA,NA,20,81
"232",4189,438,"Sally","conductivity","Conductivity","uS/cm","µS/cm",20,81,NA,"25.6-27.9","25.6","27.9",NA,NA,NA,20,81
"233",4190,459,"Rich","conductivity","Conductivity","uS/cm","µS/cm",200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
"234",4191,459,"Rich","conductivity","Conductivity","uS/cm","µS/cm",200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
"235",4192,459,"Rich","conductivity","Conductivity","uS/cm","µS/cm",200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
"236",4193,459,"Rich","conductivity","Conductivity","uS/cm","µS/cm",200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
"237",4194,459,"Rich","conductivity","Conductivity","uS/cm","µS/cm",200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
"238",4195,459,"Rich","conductivity","Conductivity","uS/cm","µS/cm",200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
"239",4196,459,"Rich","conductivity","Conductivity","uS/cm","µS/cm",200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
"240",4197,472,"Rich","conductivity","Conductivity","uS/cm","µS/cm",160,298,NA,"12.10 - 31.54","12.10","31.54",NA,NA,NA,160,298
"241",4198,555,"Rich","NaCl","NaCl","uS/cm","µS/cm",49.7,165.1,NA,"8.8-9.3","8.8","9.3",NA,NA,NA,49.7,165.1
"242",4199,10,"Rich","NaHCO3","NaHCO3","uS/cm","µS/cm",856,3649,NA,"21.6-27.6","21.6","27.6",NA,NA,NA,856,3649
"243",4200,10,"Rich","NaHCO3","NaHCO3","uS/cm","µS/cm",856,3649,NA,"21.6-27.6","21.6","27.6",NA,NA,NA,856,3649
"244",4201,16,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",4202,16,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",4203,16,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",4204,16,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",4205,16,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",4206,16,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",4207,16,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",4208,16,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",4209,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"253",4210,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"254",4211,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"255",4212,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"256",4213,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"257",4214,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"258",4215,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"259",4216,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"260",4217,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"261",4218,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"262",4219,22,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,644,NA,NA,NA,NA,NA,NA,NA,22,644
"263",4220,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"15.9-26.8","15.9","26.8",NA,NA,NA,1025,2890
"264",4221,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"265",4222,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"266",4223,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"267",4224,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"268",4225,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"269",4226,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"270",4227,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"271",4228,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"272",4229,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"273",4230,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"274",4231,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"275",4232,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"276",4233,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"277",4234,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",1025,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,1025,2890
"278",4235,67,"Rich","conductivity","Conductivity","uS/cm","µS/cm",13,56,NA,"9.9-36.6","9.9","36.6",NA,NA,NA,13,56
"279",4236,67,"Rich","conductivity","Conductivity","uS/cm","µS/cm",13,56,NA,"9.9-36.6","9.9","36.6",NA,NA,NA,13,56
"280",4237,67,"Rich","conductivity","Conductivity","uS/cm","µS/cm",13,56,NA,"9.9-36.6","9.9","36.6",NA,NA,NA,13,56
"281",4238,91,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",16.9,136,NA,"22-34","22","34",NA,NA,NA,16.9,136
"282",4239,91,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",16.9,136,NA,"22-34","22","34",NA,NA,NA,16.9,136
"283",4240,91,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",16.9,136,NA,"22-34","22","34",NA,NA,NA,16.9,136
"284",4241,91,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",16.9,136,NA,"22-34","22","34",NA,NA,NA,16.9,136
"285",4242,91,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",16.9,136,NA,"22-34","22","34",NA,NA,NA,16.9,136
"286",4243,91,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",16.9,5.2,NA,"22–34","22–34",NA,NA,NA,NA,16.9,5.2
"287",4244,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"288",4245,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"289",4246,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"290",4247,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"291",4248,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"292",4249,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"293",4250,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"294",4251,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"295",4252,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"296",4253,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"297",4254,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"298",4255,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"299",4256,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"300",4257,94,"Joshua","Conductivity","Conductivity","uS/cm","µS/cm",345,2317,NA,NA,NA,NA,NA,NA,NA,345,2317
"301",4258,99,"Rich","Conductivity","Conductivity","us/cm","µS/cm",380,846,NA,"19-Jun","19","Jun",NA,NA,NA,380,846
"302",4259,99,"Rich","Conductivity","Conductivity","us/cm","µS/cm",380,846,NA,"19-Jun","19","Jun",NA,NA,NA,380,846
"303",4260,99,"Rich","Conductivity","Conductivity","us/cm","µS/cm",380,846,NA,"19-Jun","19","Jun",NA,NA,NA,380,846
"304",4261,129,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",894,18763,NA,"26-31","26","31",NA,NA,NA,894,18763
"305",4262,129,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",894,18763,NA,"26-31","26","31",NA,NA,NA,894,18763
"306",4263,129,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",894,18763,NA,"26-31","26","31",NA,NA,NA,894,18763
"307",4264,137,"Jo/Rich","Conductivity","Conductivity","uS/cm","µS/cm",16,98,NA,NA,NA,NA,NA,NA,NA,16,98
"308",4265,137,"Jo/Rich","Conductivity","Conductivity","uS/cm","µS/cm",16,98,NA,NA,NA,NA,NA,NA,NA,16,98
"309",4266,137,"Jo/Rich","Conductivity","Conductivity","uS/cm","µS/cm",16,98,NA,NA,NA,NA,NA,NA,NA,16,98
"310",4267,137,"Jo/Rich","Conductivity","Conductivity","uS/cm","µS/cm",16,98,NA,NA,NA,NA,NA,NA,NA,16,98
"311",4268,137,"Jo/Rich","Conductivity","Conductivity","uS/cm","µS/cm",16,98,NA,NA,NA,NA,NA,NA,NA,16,98
"312",4269,137,"Jo/Rich","Conductivity","Conductivity","uS/cm","µS/cm",16,98,NA,NA,NA,NA,NA,NA,NA,16,98
"313",4270,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"314",4271,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"315",4272,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"316",4273,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"317",4274,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"318",4275,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"319",4276,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"320",4277,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"321",4278,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"322",4279,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"323",4280,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"324",4281,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"325",4282,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"326",4283,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"327",4284,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"328",4285,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"329",4286,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"330",4287,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"331",4288,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"332",4289,145,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1000,6000,NA,"20.48-30.70","20.48","30.70",NA,NA,NA,1000,6000
"333",4290,150,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",12.3,401.6,NA,NA,NA,NA,NA,NA,NA,12.3,401.6
"334",4291,157,"Jo","Specific conductance","Specific Conductance","uS/cm","µS/cm",28,124,NA,NA,NA,NA,NA,NA,NA,28,124
"335",4292,157,"Jo","Specific conductance","Specific Conductance","uS/cm","µS/cm",28,124,NA,NA,NA,NA,NA,NA,NA,28,124
"336",4293,176,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,29,NA,"23.56","23.56",NA,NA,NA,NA,22,29
"337",4294,176,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,29,NA,"23.56","23.56",NA,NA,NA,NA,22,29
"338",4295,176,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,29,NA,"23.56","23.56",NA,NA,NA,NA,22,29
"339",4296,176,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,29,NA,"23.56","23.56",NA,NA,NA,NA,22,29
"340",4297,176,"Rich","conductivity","Conductivity","uS/cm","µS/cm",22,29,NA,"23.56","23.56",NA,NA,NA,NA,22,29
"341",4298,182,"Rich","conductivity","Conductivity","uS/cm","µS/cm",300,NA,NA,NA,NA,NA,NA,NA,NA,300,NA
"342",4299,182,"Rich","conductivity","Conductivity","uS/cm","µS/cm",300,NA,NA,NA,NA,NA,NA,NA,NA,300,NA
"343",4300,182,"Rich","conductivity","Conductivity","uS/cm","µS/cm",300,NA,NA,NA,NA,NA,NA,NA,NA,300,NA
"344",4301,182,"Rich","conductivity","Conductivity","uS/cm","µS/cm",300,NA,NA,NA,NA,NA,NA,NA,NA,300,NA
"345",4302,202,"Amber","Conductivity","Conductivity","uS/cm","µS/cm",400,3650,NA,"16.1-18.0","16.1","18.0",NA,NA,NA,400,3650
"346",4303,202,"Amber","Conductivity","Conductivity","uS/cm","µS/cm",400,3650,NA,"16.1-18.0","16.1","18.0",NA,NA,NA,400,3650
"347",4304,202,"Amber","Conductivity","Conductivity","uS/cm","µS/cm",400,3650,NA,"16.1-18.0","16.1","18.0",NA,NA,NA,400,3650
"348",4305,262,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1.2,100,NA,NA,NA,NA,NA,NA,NA,1.2,100
"349",4306,262,"Jo","Conducitivity","Conductivity","uS/cm","µS/cm",1.5,380,NA,NA,NA,NA,NA,NA,NA,1.5,380
"350",4307,262,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",1.2,105,NA,NA,NA,NA,NA,NA,NA,1.2,105
"351",4308,262,"Jo","Conducitivity","Conductivity","uS/cm","µS/cm",1.3,137,NA,NA,NA,NA,NA,NA,NA,1.3,137
"352",4309,277,"Paul","conductivity (EC)","Conductivity","uS/cm","µS/cm",89,104,NA,NA,NA,NA,NA,NA,NA,89,104
"353",4310,277,"Paul","conductivity (EC)","Conductivity","uS/cm","µS/cm",89,104,NA,NA,NA,NA,NA,NA,NA,89,104
"354",4311,277,"Paul","conductivity (EC)","Conductivity","uS/cm","µS/cm",89,104,NA,NA,NA,NA,NA,NA,NA,89,104
"355",4312,277,"Paul","conductivity (EC)","Conductivity","uS/cm","µS/cm",89,104,NA,NA,NA,NA,NA,NA,NA,89,104
"356",4313,277,"Paul","conductivity (EC)","Conductivity","uS/cm","µS/cm",89,104,NA,NA,NA,NA,NA,NA,NA,89,104
"357",4314,286,"Jo","conductivity","Conductivity","uS/cm","µS/cm",73.1,90.5,NA,"22.2-29","22.2","29",NA,NA,NA,73.1,90.5
"358",4315,292,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",32,642,NA,"0-23","0","23",NA,NA,NA,32,642
"359",4316,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"360",4317,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"361",4318,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"362",4319,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"363",4320,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"364",4321,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"365",4322,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",50,2000,NA,"26 - 28","26","28",NA,NA,NA,50,2000
"366",4323,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"367",4324,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"368",4325,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"369",4326,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"370",4327,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"371",4328,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"372",4329,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"373",4330,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"374",4331,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"375",4332,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"376",4333,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"377",4334,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"378",4335,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"379",4336,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"380",4337,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"381",4338,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"382",4339,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"383",4340,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,2000,NA,"26 - 28","26","28",NA,NA,NA,100,2000
"384",4341,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"385",4342,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"386",4343,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"387",4344,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",50,2000,NA,"26 - 28","26","28",NA,NA,NA,50,2000
"388",4345,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
"389",4346,327,"Rich","conductivity","Conductivity","uS/cm","µS/cm",100,1000,NA,"26 - 28","26","28",NA,NA,NA,100,1000
